field	field_role	type	n_present	missing_pct	values	association_status	action_block_assoc	action_recheck_assoc	action_enter_assoc	association_n
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.item	collected_raw_precursor	categorical	17025	2.76	{}	high_cardinality				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.market_route	collected_raw_precursor	categorical	17025	2.76	"{""krx_nxt_integrated"": 7730, ""krx_only"": 9295}"	computed_or_insufficient	0.06779	0.0657	0.01037	17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.market_suffix	collected_raw_precursor	categorical	8900	49.17	"{"""": 1170, ""_AL"": 7730}"	computed_or_insufficient	0.15912	0.13087	0.10062	8900
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.observed_at	collected_raw_precursor	categorical	17025	2.76	{}	identity_or_clock				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.observed_epoch	collected_raw_precursor	numeric	17025	2.76	"{""max"": 1790159947.854702, ""mean"": 1789580682.7905848, ""min"": 1789341991.5957}"	identity_or_clock				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.quality	collected_raw_precursor	categorical	17025	2.76	"{""fresh"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0B.realtime_type	collected_raw_precursor	categorical	17025	2.76	"{""0B"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.actual_execution_venue	collected_raw_precursor	categorical	17025	2.76	"{""UNKNOWN"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.age_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 2994.31, ""mean"": 352.92513844346524, ""min"": 4.465}"	computed_or_insufficient	-0.07566	0.06979	0.02645	17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.effective_venue	collected_raw_precursor	categorical	10670	39.06	"{"""": 1375, ""KRX"": 9295}"	computed_or_insufficient	0.23963	0.21737	0.08975	10670
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.item	collected_raw_precursor	categorical	17025	2.76	{}	high_cardinality				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.market_route	collected_raw_precursor	categorical	17025	2.76	"{""krx_nxt_integrated"": 7730, ""krx_only"": 9295}"	computed_or_insufficient	0.06779	0.0657	0.01037	17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.market_suffix	collected_raw_precursor	categorical	8900	49.17	"{"""": 1170, ""_AL"": 7730}"	computed_or_insufficient	0.15912	0.13087	0.10062	8900
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.observed_at	collected_raw_precursor	categorical	17025	2.76	{}	identity_or_clock				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.observed_epoch	collected_raw_precursor	numeric	17025	2.76	"{""max"": 1790159948.054, ""mean"": 1789580683.130646, ""min"": 1789341991.696}"	identity_or_clock				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.quality	collected_raw_precursor	categorical	17025	2.76	"{""fresh"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.realtime_type_provenance.0D.realtime_type	collected_raw_precursor	categorical	17025	2.76	"{""0D"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.required_sources.contains:bbo	collected_raw_precursor	categorical	17025	2.76	"{""False"": 0, ""True"": 17025}"	computed_or_insufficient	0.0	0.0	0.0	17025
payload.ai_market_snapshot_v1.required_sources.contains:candle	collected_raw_precursor	categorical	17025	2.76	"{""False"": 0, ""True"": 17025}"	computed_or_insufficient	0.0	0.0	0.0	17025
payload.ai_market_snapshot_v1.required_sources.contains:current_price	collected_raw_precursor	categorical	17025	2.76	"{""False"": 0, ""True"": 17025}"	computed_or_insufficient	0.0	0.0	0.0	17025
payload.ai_market_snapshot_v1.required_sources.contains:tape	collected_raw_precursor	categorical	17025	2.76	"{""False"": 0, ""True"": 17025}"	computed_or_insufficient	0.0	0.0	0.0	17025
payload.ai_market_snapshot_v1.required_sources.length	collected_raw_precursor	numeric	17025	2.76	"{""max"": 4.0, ""mean"": 4.0, ""min"": 4.0}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.route_partition.excluded_optional_sources.contains:program_route_mismatch	collected_raw_precursor	categorical	2568	85.33	"{""False"": 2544, ""True"": 24}"	computed_or_insufficient	0.08002	0.06611	0.02261	2568
payload.ai_market_snapshot_v1.route_partition.excluded_optional_sources.length	collected_raw_precursor	numeric	2568	85.33	"{""max"": 1.0, ""mean"": 0.009345794392523364, ""min"": 0.0}"	computed_or_insufficient	0.08002	-0.06611	-0.02261	2568
payload.ai_market_snapshot_v1.route_partition.reason	collected_raw_precursor	categorical	17025	2.76	"{""candle_route_exact_0b_0d_partition"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.route_partition.selected_key	collected_raw_precursor	categorical	17025	2.76	"{""KRX|krx_only"": 9295, ""_AL|krx_nxt_integrated"": 7730}"	computed_or_insufficient	0.06779	0.0657	0.01037	17025
payload.ai_market_snapshot_v1.route_partition.used	collected_raw_precursor	categorical	17025	2.76	"{""True"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.runtime_preflight_artifact.artifact	collected_raw_precursor	categorical	17025	2.76	{}	high_cardinality				17025
payload.ai_market_snapshot_v1.runtime_preflight_artifact.artifact_mtime	collected_raw_precursor	numeric	2545	85.46	"{""max"": 1784811634.5190814, ""mean"": 1784811634.5190642, ""min"": 1784811634.5190814}"	computed_or_insufficient				2545
payload.ai_market_snapshot_v1.runtime_preflight_artifact.artifact_sha256	collected_raw_precursor	categorical	2545	85.46	"{""27e607109fc1dbf4120b9d86c161b2e0773cc38ca58b6a712662bf06d91b8343"": 2545}"	identity_or_clock				2545
payload.ai_market_snapshot_v1.runtime_preflight_artifact.mode	collected_raw_precursor	categorical	17025	2.76	"{""baseline_v1"": 2545, ""exact_v2"": 14480}"	computed_or_insufficient	0.25526	0.22394	0.13777	17025
payload.ai_market_snapshot_v1.runtime_preflight_artifact.not_ready_rows.length	collected_raw_precursor	numeric	2545	85.46	"{""max"": 0.0, ""mean"": 0.0, ""min"": 0.0}"	computed_or_insufficient				2545
payload.ai_market_snapshot_v1.runtime_preflight_artifact.process_started_at	collected_raw_precursor	numeric	2545	85.46	"{""max"": 1790159151.2560947, ""mean"": 1790068658.7531564, ""min"": 1789961990.811573}"	identity_or_clock				2545
payload.ai_market_snapshot_v1.runtime_preflight_artifact.promotion_mode	collected_raw_precursor	categorical	14480	17.3	"{""operator_directed_full_promotion"": 14480}"	identity_or_clock				14480
payload.ai_market_snapshot_v1.runtime_preflight_artifact.promotion_sha256	collected_raw_precursor	categorical	14480	17.3	"{""f5e8df9127ce9ddd3a7c61a4f10e6fd3227080cd67bef95a328c87d69685abd8"": 14480}"	identity_or_clock				14480
payload.ai_market_snapshot_v1.runtime_preflight_artifact.ready	collected_raw_precursor	categorical	17025	2.76	"{""True"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.runtime_preflight_artifact.status	collected_raw_precursor	categorical	17025	2.76	"{""ready_baseline_v1"": 2545, ""ready_operator_directed_exact_v2"": 14480}"	computed_or_insufficient	0.25526	0.22394	0.13777	17025
payload.ai_market_snapshot_v1.runtime_preflight_artifact.target_date	collected_raw_precursor	categorical	17025	2.76	"{""2026-07-23"": 2545, ""2026-09-14"": 2960, ""2026-09-15"": 3484, ""2026-09-16"": 4694, ""2026-09-17"": 3342}"	computed_or_insufficient	0.26129	0.23007	0.13871	17025
payload.ai_market_snapshot_v1.runtime_preflight_artifact.validation_gate_bypassed	collected_raw_precursor	categorical	14480	17.3	"{""True"": 14480}"	computed_or_insufficient				14480
payload.ai_market_snapshot_v1.runtime_preflight_mode	collected_raw_precursor	categorical	17025	2.76	"{""baseline_v1"": 2545, ""exact_v2"": 14480}"	computed_or_insufficient	0.25526	0.22394	0.13777	17025
payload.ai_market_snapshot_v1.schema	collected_raw_precursor	categorical	17025	2.76	"{""ai_market_snapshot_v1"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.session_bucket	collected_raw_precursor	categorical	17025	2.76	"{""krx_nxt_aftermarket"": 3083, ""krx_regular"": 12974, ""premarket_krx_like"": 968}"	computed_or_insufficient	0.06775	0.06905	0.01221	17025
payload.ai_market_snapshot_v1.simulation_position_reconciled	collected_raw_precursor	categorical	17025	2.76	"{""False"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.snapshot_id	collected_raw_precursor	categorical	17025	2.76	{}	identity_or_clock				17025
payload.ai_market_snapshot_v1.sources.bbo.age_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 2994.31, ""mean"": 349.2907080763581, ""min"": 4.465}"	computed_or_insufficient	-0.07092	0.06586	0.02294	17025
payload.ai_market_snapshot_v1.sources.bbo.depth_observed_at	collected_raw_precursor	categorical	352	97.99	{}	identity_or_clock				352
payload.ai_market_snapshot_v1.sources.bbo.freshness_limit_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 3000.0, ""mean"": 3000.0, ""min"": 3000.0}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.bbo.market_route	collected_raw_precursor	categorical	17025	2.76	"{""krx_nxt_integrated"": 7730, ""krx_only"": 9295}"	computed_or_insufficient	0.06779	0.0657	0.01037	17025
payload.ai_market_snapshot_v1.sources.bbo.market_suffix	collected_raw_precursor	categorical	7730	55.85	"{""_AL"": 7730}"	computed_or_insufficient				7730
payload.ai_market_snapshot_v1.sources.bbo.missing_reason	collected_raw_precursor	none	0	100.0	{}	no_observed_value				0
payload.ai_market_snapshot_v1.sources.bbo.observed_at	collected_raw_precursor	categorical	17025	2.76	{}	identity_or_clock				17025
payload.ai_market_snapshot_v1.sources.bbo.quality	collected_raw_precursor	categorical	17025	2.76	"{""fresh"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.best_ask	collected_raw_precursor	numeric	352	97.99	"{""max"": 1916000.0, ""mean"": 79445.42613636363, ""min"": 1049.0}"	computed_or_insufficient	-0.02793	0.04482	-0.03312	352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.best_bid	collected_raw_precursor	numeric	352	97.99	"{""max"": 1915000.0, ""mean"": 79359.95170454546, ""min"": 1048.0}"	computed_or_insufficient	-0.0279	0.04481	-0.03314	352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.depth_receipt.item	collected_raw_precursor	categorical	352	97.99	{}	high_cardinality				352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.depth_receipt.market_route	collected_raw_precursor	categorical	352	97.99	"{""krx_nxt_integrated"": 168, ""krx_only"": 184}"	computed_or_insufficient	0.08528	0.05692	0.0344	352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.depth_receipt.observed_epoch	collected_raw_precursor	numeric	352	97.99	"{""max"": 1790154190.022, ""mean"": 1790086576.4074342, ""min"": 1789977323.948}"	identity_or_clock				352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.depth_receipt.transport_epoch	collected_raw_precursor	numeric	352	97.99	"{""max"": 2.0, ""mean"": 1.0482954545454546, ""min"": 1.0}"	identity_or_clock				352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.item	collected_raw_precursor	categorical	352	97.99	{}	high_cardinality				352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.market_route	collected_raw_precursor	categorical	352	97.99	"{""krx_nxt_integrated"": 168, ""krx_only"": 184}"	computed_or_insufficient	0.08528	0.05692	0.0344	352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.observed_epoch	collected_raw_precursor	numeric	352	97.99	"{""max"": 1790154190.1105998, ""mean"": 1790086576.5816538, ""min"": 1789977325.4769893}"	identity_or_clock				352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.route_sequence	collected_raw_precursor	numeric	352	97.99	"{""max"": 56293.0, ""mean"": 2857.536931818182, ""min"": 3.0}"	computed_or_insufficient	0.08517	-0.04968	-0.04651	352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.source_type	collected_raw_precursor	categorical	352	97.99	"{""0B"": 352}"	computed_or_insufficient				352
payload.ai_market_snapshot_v1.sources.bbo.quote_source_receipt.transport_epoch	collected_raw_precursor	numeric	352	97.99	"{""max"": 2.0, ""mean"": 1.0482954545454546, ""min"": 1.0}"	identity_or_clock				352
payload.ai_market_snapshot_v1.sources.bbo.source	collected_raw_precursor	categorical	17025	2.76	"{""ka10004_rest_orderbook"": 2, ""ws_0B_inline_quote"": 352, ""ws_0D"": 16671}"	computed_or_insufficient	0.10821	0.08926	0.08237	17025
payload.ai_market_snapshot_v1.sources.bbo.value.best_ask	collected_raw_precursor	numeric	17025	2.76	"{""max"": 1916000.0, ""mean"": 38815.96511013216, ""min"": 976.0}"	computed_or_insufficient	-0.06303	0.06115	0.00934	17025
payload.ai_market_snapshot_v1.sources.bbo.value.best_bid	collected_raw_precursor	numeric	17025	2.76	"{""max"": 1915000.0, ""mean"": 38631.51982378855, ""min"": 952.0}"	computed_or_insufficient	-0.06323	0.06133	0.00943	17025
payload.ai_market_snapshot_v1.sources.broker_position.age_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 392426.674, ""mean"": 24942.015465903198, ""min"": 75.248}"	computed_or_insufficient	-0.02189	0.0202	0.00762	17025
payload.ai_market_snapshot_v1.sources.broker_position.freshness_limit_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 60000.0, ""mean"": 60000.0, ""min"": 60000.0}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.broker_position.market_route	collected_raw_precursor	categorical	17025	2.76	"{""NXT"": 4051, ""SOR"": 12974}"	computed_or_insufficient	0.0595	0.06192	0.00883	17025
payload.ai_market_snapshot_v1.sources.broker_position.market_suffix	collected_raw_precursor	none	0	100.0	{}	no_observed_value				0
payload.ai_market_snapshot_v1.sources.broker_position.missing_reason	collected_raw_precursor	categorical	4	99.98	"{""broker_position_snapshot_missing"": 4}"	computed_or_insufficient				4
payload.ai_market_snapshot_v1.sources.broker_position.observed_at	collected_raw_precursor	categorical	17025	2.76	{}	identity_or_clock				17025
payload.ai_market_snapshot_v1.sources.broker_position.quality	collected_raw_precursor	categorical	17025	2.76	"{""fresh"": 16866, ""missing"": 4, ""stale"": 155}"	computed_or_insufficient	0.01727	0.01497	0.01016	17025
payload.ai_market_snapshot_v1.sources.broker_position.source	collected_raw_precursor	categorical	17025	2.76	"{""account_sync_shared_snapshot"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.broker_position.value	collected_raw_precursor	numeric	17021	2.79	"{""max"": 0.0, ""mean"": 0.0, ""min"": 0.0}"	computed_or_insufficient				17021
payload.ai_market_snapshot_v1.sources.broker_position.verification	collected_raw_precursor	categorical	17021	2.79	"{""verified_absent"": 17021}"	computed_or_insufficient				17021
payload.ai_market_snapshot_v1.sources.candle.age_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 73268.448, ""mean"": 32421.026219441657, ""min"": 857.501}"	computed_or_insufficient	-0.00987	0.01179	-0.00784	17025
payload.ai_market_snapshot_v1.sources.candle.freshness_limit_ms	collected_raw_precursor	numeric	17025	2.76	"{""max"": 90000.0, ""mean"": 90000.0, ""min"": 90000.0}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.candle.market_route	collected_raw_precursor	categorical	17025	2.76	"{""krx_nxt_integrated"": 7730, ""krx_only"": 9295}"	computed_or_insufficient	0.06779	0.0657	0.01037	17025
payload.ai_market_snapshot_v1.sources.candle.market_suffix	collected_raw_precursor	categorical	7730	55.85	"{""_AL"": 7730}"	computed_or_insufficient				7730
payload.ai_market_snapshot_v1.sources.candle.missing_reason	collected_raw_precursor	none	0	100.0	{}	no_observed_value				0
payload.ai_market_snapshot_v1.sources.candle.observed_at	collected_raw_precursor	categorical	17025	2.76	{}	identity_or_clock				17025
payload.ai_market_snapshot_v1.sources.candle.quality	collected_raw_precursor	categorical	17025	2.76	"{""fresh"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.candle.source	collected_raw_precursor	categorical	17025	2.76	"{""session_candle_source"": 17025}"	computed_or_insufficient				17025
payload.ai_market_snapshot_v1.sources.candle.value.schema	collected_raw_precursor	categorical	17025	2.76	"{""entry_candle_context_v1"": 17025}"	computed_or_insufficient				17025
